application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION - Split 1,APPLICATION_CLASSIFICATION - Split 2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,CCCUpdateDate
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MD1268,Kush Kart LLC,Eastham,,02642,,,11 Hadwen Road,,Worcester,MA,01602,POINT (-70.301811 41.698999),,11 Hadwen Road,,Worcester,MA,01602,85-1639387,MDA1268,Thu Oct 21 2021 13:41:41 GMT-0400 (Eastern Daylight Time),Tue Oct 05 2021 12:11:59 GMT-0400 (Eastern Daylight Time),,,,SE304623,,,,,,,Not a DBE,,,,Mon Jul 26 2021 10:55:30 GMT-0400 (Eastern Daylight Time),Fri Oct 22 2021 11:22:11 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:38:54 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 20 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,02642,Eastham,Barnstable,41.698999,-70.301811,Southeast and Cape,8/14/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282587,Tree Market Lynn LLC,Lynn,MA,01904,42.47683,-70.956938,One International Place,Suite 3700,Boston,MA,02110,POINT (-70.970827 42.635475),POINT (-70.956937 42.47683),10 Fiddler Crab Lane,,Mashpee,MA,02649,85-2252539,MRN282587,Fri Sep 11 2020 12:31:20 GMT-0400 (Eastern Daylight Time),Tue Nov 05 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 20 2020 16:31:56 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,,,,Mon Apr 08 2019 14:19:59 GMT-0400 (Eastern Daylight Time),Thu Sep 17 2020 10:33:29 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:26:37 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 20 2023 03:00:00 GMT-0500 (Eastern Standard Time),100 Ford St,N/A,Essex County,300,10000,01904,Lynn,Essex,42.635475,-70.970827,Northeast,9/5/2023
APPROVED,Microbusiness Delivery,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,DE201006,Grow Team Gardens LLC,N/A,,N/A,,,705 Dutton St,,Lowell,MA,01854,,,50 sicard ave,,dracut,MA,01826,83-2959698,DEN201006,Tue Oct 06 2020 14:08:22 GMT-0400 (Eastern Daylight Time),Thu Oct 01 2020 12:33:46 GMT-0400 (Eastern Daylight Time),,,,SE304494,,,,,,,,,,,Tue Jun 02 2020 16:31:29 GMT-0400 (Eastern Daylight Time),Thu Oct 15 2020 10:05:00 GMT-0400 (Eastern Daylight Time),Mon Aug 02 2021 14:21:57 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,5/21/2021,COMPLETE,MR281843,Cultivate Holdings LLC,Worcester,MA,01610,42.231586,-71.819475,1764 Main Street,,Leicester,MA,01524,POINT (-71.840209 42.329642),POINT (-71.819474 42.231586),PO Box 245,,Leicester,MA,01524,82-3671586,MRN281843,Fri Sep 20 2019 20:18:21 GMT-0400 (Eastern Daylight Time),Fri Sep 20 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue May 05 2020 18:19:15 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201845,RP201845,Not a DBE,,,Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 27 2018 11:22:26 GMT-0400 (Eastern Daylight Time),Mon Oct 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:18:08 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1023 Southbridge St,N/A,Worcester County,300,10000,01610,Worcester,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,12/23/2022,COMPLETE,MP281917,I & I Rose Garden LLC,Boston,MA,02131,42.286707,-71.130041,22 Birch Street,,Roslindale,MA,02131,POINT (-71.073493 42.334948),POINT (-71.130041 42.286707),182 Poplar Street,,Roslindale,MA,02131,85-1790679,MPN281917,Tue Oct 05 2021 13:47:37 GMT-0400 (Eastern Daylight Time),Thu Sep 09 2021 09:59:31 GMT-0400 (Eastern Daylight Time),,True,yes,EE201827,APPROVED,EE201827,EE201827,,,,Minority-Owned Business | Woman-Owned Business,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 16 2020 15:49:34 GMT-0400 (Eastern Daylight Time),Fri Oct 15 2021 07:42:36 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:42:20 GMT-0500 (Eastern Standard Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Dec 07 2023 03:00:00 GMT-0500 (Eastern Standard Time),22 Birch St,N/A,Suffolk County,,5000,02131,Roslindale,Suffolk,42.334948,-71.073493,,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281275,"Cape Cod Grow Lab, LLC",Brewster,MA,02631,41.736437,-70.006209,1399 Freemans Way,,Brewster,MA,02631,POINT (-70.301811 41.698999),POINT (-70.006208 41.7364370),1399 Freemans Way,,Brewster,MA,02631,82-5232605,MCN281275,Fri Oct 26 2018 11:45:11 GMT-0400 (Eastern Daylight Time),Wed Oct 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 25 2019 12:39:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Veteran-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Thu Apr 19 2018 14:10:30 GMT-0400 (Eastern Daylight Time),Tue Nov 27 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2019 16:05:30 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1399 Freemans Way,N/A,Barnstable County,400,2500,02631,Brewster,Barnstable,41.698999,-70.301811,Southeast and Cape,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283194,"Sugar Grove, LLC",Templeton,MA,01468,42.55815,-72.08183,111 Gainsborough Street,Unit 407,Boston,MA,02115,POINT (-71.840209 42.329642),POINT (-72.081829 42.5581499),111 Gainsborough Street,Unit 407,Boston,MA,02115,85-2383037,MCN283194,Wed May 26 2021 20:32:51 GMT-0400 (Eastern Daylight Time),Mon Mar 22 2021 10:31:57 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Sun Nov 22 2020 15:07:02 GMT-0500 (Eastern Standard Time),Fri May 28 2021 09:47:21 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:33:23 GMT-0400 (Eastern Daylight Time),,,,N/A,Worcester County,400,,01468,Templeton,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Independent Testing Laboratory,Expedited Review - License Type,Expedited,License Type,COMMENCE OPS,COMMENCE OPS,8/5/2021,COMPLETE,IL281279,"ProVerde Laboratories, Inc.",Milford,MA,01757,42.161524,-71.504391,420 Fortune Blvd.,,Milford,MA,01757,POINT (-71.840209 42.329642),POINT (-71.504390 42.161524),420 Fortune Blvd.,,Milford,MA,01757,46-1857722,ILN281279,Mon Jul 06 2020 15:20:05 GMT-0400 (Eastern Daylight Time),Tue Sep 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 25 2018 10:06:49 GMT-0400 (Eastern Daylight Time),Fri Jul 10 2020 09:10:26 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:43:19 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 20 2023 03:00:00 GMT-0500 (Eastern Standard Time),420 Fortune Blvd,N/A,Worcester County,300,10000,01757,Milford,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,2/7/2022,COMPLETE,MC283056,Debilitating Medical Condition Treatment Centers,Whately,MA,01093,42.388029,-72.720335,11-13 Hampden St,,Springfield,MA,01103,POINT (-72.573941 42.587072),POINT (-72.720335 42.3880290),11-13 Hampden St,,Springfield,MA,01103,46-3448063,MCN283056,Mon Mar 15 2021 10:03:36 GMT-0400 (Eastern Daylight Time),Mon Dec 21 2020 13:35:30 GMT-0500 (Eastern Standard Time),Fri Apr 30 2021 15:36:02 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201977,RP201977,Not a DBE,Outdoor,"Tier 10: 80,001 to 90,000 sq. ft",Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 16 2020 13:02:33 GMT-0400 (Eastern Daylight Time),Fri Mar 05 2021 08:42:06 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:51:38 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Apr 30 2024 04:00:00 GMT-0400 (Eastern Daylight Time),7 River Rd,N/A,Hampshire County,1500,22500,01093,Whately,Franklin,42.587072,-72.573941,Western MA,9/5/2023
APPROVED,Independent Testing Laboratory,Expedited Review - License Type,Expedited,License Type,COMMENCE OPS,COMMENCE OPS,2/10/2022,COMPLETE,IL281355,Smithers AMS LLC,Wareham,MA,02571,41.77054,-70.74897,790 Main Street,,Wareham,MA,02571,POINT (-70.818958 41.978877),POINT (-70.74897 41.7705399),790 Main Street,,Wareham,MA,02571,85-2924837,ILN281355,Tue Mar 23 2021 15:48:06 GMT-0400 (Eastern Daylight Time),Wed Mar 03 2021 15:29:04 GMT-0500 (Eastern Standard Time),Fri Jul 16 2021 10:49:36 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Sep 30 2020 16:44:32 GMT-0400 (Eastern Daylight Time),Fri Apr 02 2021 12:07:19 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:44:22 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),790 Main St,N/A,Plymouth County,1500,10000,02571,Wareham,Plymouth,41.978877,-70.818958,Southeast and Cape,9/5/2023
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103590,"Greenerside Holdings, LLC",N/A,,N/A,,,62 Harold St.,,Boston,MA,02119,,,62 Harold St.,,Boston,MA,02119,84-2362662,PDOA103590,Thu Mar 31 2022 15:22:49 GMT-0400 (Eastern Daylight Time),Fri Mar 25 2022 13:22:42 GMT-0400 (Eastern Daylight Time),,,,EE202424,,,,,,,Minority-Owned Business,,,,Tue Mar 08 2022 12:48:02 GMT-0500 (Eastern Standard Time),Fri Apr 08 2022 11:45:28 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 11:45:38 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281870,Buudda Brothers 90 Sargeant Street LLC,Holyoke,MA,01040,42.199426,-72.612804,90 Sargeant Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.612803 42.1994260),170 Prospect Street,,Chicopee,MA,01013,85-0711639,MPN281870,Fri May 15 2020 15:58:39 GMT-0400 (Eastern Daylight Time),Thu Apr 23 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 19:45:35 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Minority-Owned Business,,,,Thu Apr 09 2020 14:14:01 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:05:02 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:34:15 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jan 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),90 Sargeant St,N/A,Hampden County,1500,10000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5888,BOUFFÉE INC.,N/A,,N/A,,,74 Madison Avenue,,Everett,MA,02149,,,74 Madison Avenue,,Everett,MA,02149,83-3220220,PMDA5888,Thu Jul 29 2021 13:30:52 GMT-0400 (Eastern Daylight Time),Thu Jul 29 2021 08:58:15 GMT-0400 (Eastern Daylight Time),,True,,SE303565,APPROVED,EE202250,,,,,Woman-Owned Business,,,,Tue Jul 06 2021 15:47:44 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 08:03:33 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 08:03:42 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 30 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Cultivator,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283525,Frozen 4 Corporation,Bellingham,MA,02019,42.084237,-71.494823,24 William Way,,Bellingham,MA,02019,POINT (-71.15444 42.199156),POINT (-71.494822 42.0842370),8 Bayridge Lane,,Duxbury,MA,02332,83-2341577,MCN283525,Tue Jul 06 2021 09:21:16 GMT-0400 (Eastern Daylight Time),Wed Jun 16 2021 12:03:34 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:41:11 GMT-0400 (Eastern Daylight Time),True,yes,EE201961,,,EE201961,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Fri May 21 2021 13:01:15 GMT-0400 (Eastern Daylight Time),Fri Jul 16 2021 08:38:03 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:29:14 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),24 William Way,N/A,Norfolk County,,1250,02019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,9/5/2023
APPROVED,Marijuana Transporter with Other Existing ME License,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MX281418,Blossom Flower LLC,Holyoke,MA,01040,42.196637,-72.602168,1 Cabot Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),16 MAYER DR,,Holyoke,MA,01040,87-1261757,MXN281418,Wed Mar 01 2023 09:06:19 GMT-0500 (Eastern Standard Time),Tue Jan 31 2023 10:23:54 GMT-0500 (Eastern Standard Time),Wed Jun 14 2023 16:53:21 GMT-0400 (Eastern Daylight Time),,yes,SE304773,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Wed Dec 28 2022 12:01:51 GMT-0500 (Eastern Standard Time),Fri Mar 03 2023 09:19:06 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 14:56:40 GMT-0400 (Eastern Daylight Time),Wed Jun 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1 Cabot St,N/A,Hampden County,,2500,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,10/7/2020,COMPLETE,MR281810,Elev8 Cannabis Inc,Athol,MA,01331,42.59344,-72.234359,217 main st,,williamstown,MA,01267,POINT (-71.840209 42.329642),POINT (-72.234358 42.5934400),1409 oak st,,eugene,OR,97401,84-3674750,MRN281810,Tue Dec 03 2019 14:44:38 GMT-0500 (Eastern Standard Time),Tue Oct 02 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Feb 11 2020 19:31:19 GMT-0500 (Eastern Standard Time),,,,,,,,,,Minority-Owned Business,,,Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 16 2018 18:56:57 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 16 2020 15:32:36 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),243 Main St,N/A,Worcester County,625,10000,01331,Athol,Worcester,42.329642,-71.840209,Western MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281544,Royalston Farm LLC,Royalston,MA,01368,42.658288,-72.158487,130 South Royalston Road,,Royalston,MA,01368,POINT (-71.840209 42.329642),POINT (-72.158486 42.6582879),130 South Royalston Road,,Royalston,MA,01368,83-2206361,MPN281544,Fri Jan 03 2020 11:52:19 GMT-0500 (Eastern Standard Time),Thu Sep 12 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,,Tue Nov 27 2018 15:19:10 GMT-0500 (Eastern Standard Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:40:42 GMT-0500 (Eastern Standard Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),130 S Royalston Rd,N/A,Worcester County,300,5000,01368,Royalston,Worcester,42.329642,-71.840209,Western MA,9/5/2023
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5910,"Canndle Massachusetts, LLC",N/A,,N/A,,,935 Great Plain Ave,#102,Needham,MA,02492,,,935 Great Plain Ave,#102,Needham,MA,02492,87-2209460,PMDA5910,Mon Sep 13 2021 16:09:07 GMT-0400 (Eastern Daylight Time),Mon Sep 13 2021 15:36:55 GMT-0400 (Eastern Daylight Time),,,,SE305169,,,,,,,Not a DBE,,,,Mon Aug 16 2021 11:21:29 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 10:29:33 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 10:29:41 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5971,S&JinternationalLLP,N/A,,N/A,,,200 Wales st,,Abington,MA,02351,,,200 Wales st.,,Abington,MA,02351,86-2416779,PMDA5971,Fri Apr 15 2022 15:32:14 GMT-0400 (Eastern Daylight Time),Thu Mar 24 2022 15:07:56 GMT-0400 (Eastern Daylight Time),,,,SE306259,,,,,,,Not a DBE,,,,Wed Dec 01 2021 16:33:13 GMT-0500 (Eastern Standard Time),Mon May 02 2022 09:41:49 GMT-0400 (Eastern Daylight Time),Mon May 02 2022 09:42:04 GMT-0400 (Eastern Daylight Time),Mon May 02 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 02 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284138,First City Provisions Inc.,Holyoke,MA,01040,42.194416,-72.614996,89 South Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.614996 42.1944159),64 Thompson Street,,Springfield,MA,01109,86-2366706,MRN284138,Wed May 11 2022 13:26:04 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 12:14:50 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Minority-Owned Business,,,,Fri Mar 05 2021 13:27:21 GMT-0500 (Eastern Standard Time),Fri May 20 2022 10:19:20 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 11:48:57 GMT-0400 (Eastern Daylight Time),,,89 South St,N/A,Hampden County,1500,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103050,Level Up Organics LLC,N/A,,N/A,,,29 Cedar Street,,Boston,MA,02119,,,29 Cedar Street,,Boston,MA,02119,85-3199676,PDOA103050,Wed Sep 29 2021 22:21:12 GMT-0400 (Eastern Daylight Time),Mon Jun 07 2021 15:20:02 GMT-0400 (Eastern Daylight Time),,True,,EE202199,APPROVED,EE202199,,,,,Not a DBE,,,,Thu May 28 2020 23:18:15 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 10:25:08 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 10:25:17 GMT-0400 (Eastern Daylight Time),Wed Oct 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,8/9/2022,COMPLETE,MR284429,"Apothca, Inc.",Boston,MA,02130,42.298724,-71.114123,99 Development Rd,,Fitchburg,MA,01420,POINT (-71.073493 42.334948),POINT (-71.114123 42.298724),99 Development Rd,,Fitchburg,MA,01420,81-4591516,MRN284429,Mon Mar 21 2022 11:44:27 GMT-0400 (Eastern Daylight Time),Tue Jan 18 2022 14:27:42 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 13:37:27 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201880,RP201880,Not a DBE,,,Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 27 2021 12:02:49 GMT-0400 (Eastern Daylight Time),Mon Feb 07 2022 14:58:42 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:43:44 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Apr 07 2024 04:00:00 GMT-0400 (Eastern Daylight Time),54 Hyde Park Ave,N/A,Suffolk County,1500,10000,02130,Jamaica Plain,Suffolk,42.334948,-71.073493,,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282426,"Emerald Grove, Inc.",Middleborough,MA,02346,41.856554,-70.864567,31 Sadies Way,,Harwich,MA,02645,POINT (-70.818958 41.978877),POINT (-70.864566 41.8565540),31 Sadies Way,,Harwich,MA,02645,82-2714914,MCN282426,Wed Apr 22 2020 09:21:49 GMT-0400 (Eastern Daylight Time),Mon Apr 06 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,Tue Oct 01 2019 16:46:38 GMT-0400 (Eastern Daylight Time),Fri Jul 10 2020 09:12:00 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:00:43 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 03 2023 03:00:00 GMT-0500 (Eastern Standard Time),11 Charlotte Ct,Units A-E,Plymouth County,200,1250,02346,Middleboro,Plymouth,41.978877,-70.818958,,9/5/2023
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Two or More,Expedited,Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5878,Holyoke Smokes Corp,N/A,,N/A,,,110 - 116 Winter St,Ground Floor,Holyoke,MA,01040,,,PO Box 6403,,Holyoke,MA,01041,87-1451770,PMDA5878,Thu Oct 14 2021 09:16:48 GMT-0400 (Eastern Daylight Time),Wed Oct 06 2021 11:05:26 GMT-0400 (Eastern Daylight Time),,,,SE305145,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Minority-Owned Business | Veteran-Owned Business",,,,Mon Jun 21 2021 07:04:13 GMT-0400 (Eastern Daylight Time),Fri Oct 15 2021 14:48:56 GMT-0400 (Eastern Daylight Time),Fri Oct 15 2021 14:49:05 GMT-0400 (Eastern Daylight Time),Fri Oct 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
